16.889233	6.203369	9.886999
16.818342	4.9177866	9.366493
18.22272	9.218919	5.710498
16.899357	-3.1188886	-1.5252817
14.999833	1.9394222	14.884244
7.5998755	-9.983602	19.658789
7.8814154	-8.5482435	17.21485
15.199057	1.8746071	14.572286
14.77629	1.118681	12.555428
13.607565	16.225962	-1.8533748
18.061861	2.3920138	3.4738872
16.172827	3.4122612	12.062587
17.826134	-0.9567674	2.9578512
7.883547	-4.2272716	12.191641
16.172441	12.746551	3.682861
-23.553446	-13.056832	7.5913863
-21.776657	-13.162871	8.001929
-17.762537	0.17097433	-8.840232
-23.664385	-10.939636	6.132582
-23.452534	-11.823946	1.7814053
7.4419875	-9.798352	20.182358
-22.3264	-10.845365	0.14374338
-22.5434	-11.263793	3.8905764
15.111879	4.022555	5.9330807
21.626234	9.4986315	-1.2245775
18.638687	10.954544	9.304005
10.54287	18.017841	5.0088954
7.023117	19.332886	-11.246529
15.6887665	-7.8893323	-0.454638
17.172941	0.64124614	1.9881849
4.9909873	13.286663	11.7667265
-6.2100925	-15.089126	-0.5361299
0.028920325	-6.750778	-17.35675
11.081944	12.732436	-2.965315
16.122469	1.3093371	-1.6626307
15.598949	-10.664544	-0.8210458
23.890154	7.838155	-1.0888876
-25.762852	-9.266911	-1.241466
-15.307781	2.8996644	-0.6380637
8.865816	18.923326	-5.3359
6.515872	18.873772	-12.248833
18.830263	9.701727	-5.573283
17.844559	8.824015	-7.846046
-5.1505575	-5.7222366	-15.876645
-5.0355506	-6.8606067	-15.094598
-16.124683	-3.5784428	-7.3060555
-1.1298666	-2.0489025	-18.033173
-5.0242023	-5.317135	-16.59961
14.918938	14.849118	-2.0097437
-5.242411	-5.718554	-15.656115
3.6981544	13.375828	-15.898647
9.2639	14.149662	-8.77832
-5.5435266	-11.537262	9.679516
23.43306	8.070546	-2.5858152
9.00665	-13.747448	11.5502205
4.4978642	16.991703	-11.954759
10.421499	-7.820457	4.68065
-24.715477	-12.34852	4.7737184
11.508447	18.282259	7.0180993
-23.05521	-12.018444	6.588398
2.7951658	13.604439	-15.220277
12.0503845	14.451674	2.0383852
14.412655	-1.0573955	-0.82942307
17.982267	6.001412	4.65506
16.771973	3.0474553	12.102231
18.969807	2.1172156	-0.5287668
18.954426	2.1726277	-0.47477034
-21.22819	-13.280533	5.9970922
10.056855	-7.9321136	-13.190352
16.799479	14.762352	4.302145
10.48558	-9.6067095	0.46411532
2.9357522	12.488771	-8.713757
17.743963	-3.702935	-8.654595
6.257102	19.980694	-6.6454077
17.044392	3.694444	-2.065029
17.303873	3.4627097	-1.9911461
7.0682855	-13.122776	1.7046655
5.5825715	7.6419992	-7.4491687
16.462944	11.191151	-0.47539943
16.344376	2.4244072	-4.053297
16.993355	-6.173555	-2.835878
16.989523	-5.829401	-6.062567
14.637552	-9.086128	-0.029156607
12.881459	16.894138	4.0356603
22.564629	8.601359	-0.80369693
15.249501	-4.6992235	0.12221336
17.222353	3.4988425	-1.5496672
16.942963	-1.3136134	-9.048244
16.857204	13.29749	-4.1417103
-12.863814	8.979972	-8.800573
2.5595698	19.226107	-13.667761
-5.9976525	5.441432	-11.863222
14.240452	11.197975	7.608125
-0.18282303	14.420311	-14.920829
15.975827	-3.0370665	-7.391241
-17.06364	-17.82311	0.6176146
-4.446768	-2.090894	-4.007376
9.161334	8.948309	-3.888183
6.048951	15.988387	-7.7146606
8.122734	17.482203	-10.508642
12.630427	17.013071	-8.91725
15.258995	2.1091893	12.98444
15.578138	-7.9582696	-0.36978626
9.363391	12.600478	-13.073322
-11.712906	-2.9749146	-4.6506495
-10.817269	-6.7781577	12.215099
18.507965	0.3118324	2.52369
1.895778	-7.4152856	11.996257
-19.65207	9.415341	-3.7813146
11.761902	18.94103	-5.7252927
0.17028652	-4.6494455	-18.157063
0.38213107	-5.246133	-1.2046124
10.322835	-10.738478	14.327204
5.5013824	-12.521097	18.703552
5.2380633	-12.552598	18.704306
0.8833999	-12.791935	13.49671
-9.701417	-12.48603	10.173217
-9.563209	-12.93091	9.209349
24.986794	8.508945	-1.1447994
-4.192583	-11.440288	13.041414
-9.5159855	-12.406102	9.849221
-22.768131	-11.5486	5.733004
-22.837807	-11.968268	6.320947
13.756552	-9.89152	13.44979
-8.584861	-12.993887	9.710444
-9.574101	-13.044765	8.8912
6.8669553	11.958851	-12.668439
14.497624	-1.2698449	-7.9738126
17.603256	-1.9685174	-6.749296
12.7085495	6.6754537	-7.07156
-23.528753	-11.555666	4.069692
8.366342	13.36932	-11.781023
13.761311	-8.171165	-6.159493
13.147486	17.398949	1.4854887
18.978174	-0.2548798	1.801416
15.084439	17.301262	-1.3509998
-12.971833	-12.481794	7.819685
-9.9206295	-3.5026188	2.1056013
-9.819102	-9.935288	-1.9198028
-21.69009	-11.795504	2.1666164
17.999922	7.68927	-7.9688425
5.7542877	-8.109721	14.994954
8.442399	-7.6056933	15.928773
6.4421864	-8.538925	14.464215
9.390029	-7.613836	18.135868
6.7722807	-8.333309	14.047978
22.774616	6.4189653	-1.5235052
0.17901954	-19.196077	-4.013402
9.854218	-8.427355	17.735504
15.242808	11.752856	-8.369662
5.6193686	17.509224	-12.691761
4.486611	19.234186	-11.693766
-3.595786	9.525705	-10.141084
-2.6365523	-8.721817	-8.857647
-23.896433	-11.0425625	1.4669569
16.91126	-2.9777002	-10.208227
15.945658	6.8792343	0.34124625
-13.156208	-16.190123	4.4198756
