Column1,nickname,text,score,like,dislike,time,watch_movie
0,바바바바바(hung****),우한사태를 정확히예측,10,2580,82,2020-01-24 12:28,0
1,다마돌이(mand****),2020 1월에 보신분 추천,10,1699,37,2020-01-27 1:29,0
3,이재성(stre****),우한폐렴 성지가되리라,10,978,49,2020-01-26 1:04,0
4,Faint Smile(tere****),10점 안박냐 현실이 됬다 ㅋㅋㅋ,10,864,35,2020-01-24 6:37,0
7,해바라기(assu****),재평가가 시급한 영화...,10,751,7,2020-01-26 17:05,0
10,블루베리(wnsg****),영화가 현실이 됬네요?스토리 반영 똑같습니다 소름,10,568,8,2020-01-25 10:44,0
12,LES(eter****),코로나 바이러스 중국 우한에서 발생한 박쥐가 전염성 매개체라고 뉴스에 나오는데 영화에서도 박쥐나오네요 박쥐는 190여개의 바이러스를 가지고 있고 박쥐가 개나 고양이랑 접촉을 하면 사람에게 옮고 사실 15년때 사스도 ...,9,528,36,2020-01-23 17:04,0
13,70010(geto****),이건 영화가 아니라 우한폐렴 예언 다큐멘터리다,10,412,4,2020-01-27 1:16,0
14,thunderstruck(sung****),우한 코로나 변종 바이러스의 예언을 이 영화가 하고 있다.,10,411,5,2020-01-26 18:03,0
18,꾸렁이(vipe****),우한 폐렴을 예견한 영화. 이글은 곧 성지가 됩니다.,10,331,16,2020-01-27 11:04,0
19,윤봄(hyer****),이거 작년에 학교 교양듣다가 본 영화인데..우한 사태 터지자마자 바로 생각남ㅜㅜㅠ감독은 몇년 앞을 내다봄거임..?중국 그 드러운 위생상태에서 시작된것도 똑같아서 소름ㅠㅠㅠㅠ,10,305,9,2020-01-25 20:17,0
20,jull****,지금 우한상황 보면서 딱 먼저 떠오른 영화!!! 이영화 볼땐 너무 현실적이라 무서웠는데 지금은 현실이 너무 영화같아 공포스러운 ㅠㅜ,10,301,6,2020-01-24 20:11,0
21,kmh4****,9년전에 경고했는데..,10,260,2,2020-01-26 0:41,0
24,SJL(ljs2****),이게 왜 평점 6점대지? 중국발 평점 테러인가? 이 영화는 미래의 우한 코로나 바이러스 사태를 9년 앞서 제작한 실화 영화이다,10,242,4,2020-01-24 13:06,0
25,박준서(iwbe****),요즘 우한코로나 상황하고 싱크로 90% 이상...ㄷㄷㄷ,10,210,4,2020-01-27 5:01,0
27,오션(lkh1****),이영화는 지금 재조명 되어야 한다~ 신종 코로나바이러스 / 중국 우한..동물에서 인간전염...인간대 인간 전염..그리고 WHO 대응...마치 예언서가 되어버린거 같은 영화 너무 리얼해서 당시엔 대중에게 외면 당한 영...,10,201,3,2020-01-24 18:14,0
28,메리하트(buin****),마지막 박쥐장면.. Day 1 소름돋네요,10,184,4,2020-01-30 0:19,0
29,헬창(jnam****),언제나 그렇듯 영화가 현실이 됐네.. 하 중국 개에바야,10,169,2,2020-01-25 9:14,0
31,아티스트(osth****),소름 돋을 정도로 놀라운 지금의 중국 현실을 그려냈다. 그것도 9년 전에.,10,137,0,2020-01-25 22:41,0
32,BIG BOSS(deen****),이건 예언서이자 다큐지 진짜 똑 같잖아,10,131,0,2020-01-27 9:32,0
33,짱하이(zzzz****),2020년 1월에 보면 지리는 영화,10,131,3,2020-01-27 1:29,0
34,sam(viva****),"오늘 날짜 홍콩에서 신종 코로나 백신 개발한다는 기사 뜸.상용화 되기까지 1년 소요된다는 소식과 함께.이정도면 이 영화는 발원지(중화권), 박쥐, 바이러스 증상, 백신개발 이 모든게 정확한 예언 아닌가.. 소름이다....",9,114,4,2020-01-29 15:55,0
35,투바투 사랑해(rlag****),이제 곧 영화가 현실로...,10,110,1,2020-01-25 17:41,0
36,pakh****,"발병지가 중국, 감염원이 박쥐 모든게 우한폐렴과 맞아떨어진다.. 너무소름돋네",10,107,2,2020-01-27 5:08,0
39,pooh****,스티븐 소더버그는 10년후를 정확히 예상했다.,9,85,1,2020-01-24 1:18,0
42,Destiny(hm55****),성지순례 왔습니다. 바이러스에 감염되지 않게 해주세요.,10,79,4,2020-01-27 19:24,0
43,미년미년(e_hu****),정말 담담하게 현재 계속되는 바이러스 사태를 보여주는 영화 2011년도 영화임에도 불구하고 2020년 지금 똑같은 상황이 연출되고 있는게 소름인 영화,10,73,1,2020-01-24 20:36,0
47,살충제(rona****),"who가 중국한테 돈 받아 처먹고, 축소 발표하는 것까지 예측한 무서운 실화",8,68,2,2020-02-08 0:06,0
48,열심히(fren****),짱깨이 조선족들아 박쥐를 왜 처먹어 박쥐를  처먹을께 그렇게 없냐 니네 똥싼거 다시 처먹어라 그게 낫겠다,9,74,8,2020-01-29 19:36,0
49,고장난시계(chic****),"진짜 우한폐렴이랑 똑같음... 미래를 보고 영화를 만든것 같다.ㅋㅋㅋ 아 그리고 김어x,주진x기자 같은 사람은 어디에도 있구나~ㅋㅋ",10,75,13,2020-01-30 1:04,0
50,센슈어스(baio****),우한폐렴 실사판,10,61,1,2020-01-27 13:36,0
51,miel달(miel****),진짜 공룡이 아니라 중국이 멸망했어야했다 미개하고 학습효과없고 이기적이고 개념없는 중국. 지들이 병 만들고 카워놓고 남의나라에서 요란스레 더 마스크쓰고 질색하고다녀 니들이 제일 드럽거든..,6,60,3,2020-01-29 22:38,0
52,마루미르(ruin****),평점 실화임?! 뭐지? 바이러스 재난 영화중 이만큼 현실적으로 그려낸 영화 없는데ㅎ 배우들도 훌륭하고...말도 안되는 고평점이 넘쳐나는 네이버라면 적어도 8점대 중후반은 나와야지 나참...,10,55,0,2020-01-23 17:11,0
53,슝슝슝(tmdb****),영화 감독들의 혜안은 정말 대단하다...10년뒤를 이렇게 미리 그려내다니...주드로가 연기한 인물은 요즘 돈에환장한 유튜버들을 보는듯...,10,54,0,2020-02-05 0:53,0
54,만성피로(ohju****),우한 폐렴 발생과 전염 경로를 10년 전에 정확히 예측한 영화였다니;;,10,57,3,2020-01-27 1:27,0
56,Liz(rudg****),지금 코로나 바이러스 때문에 난린데 소름이 다 끼치더라 근데 평점 누가 테러함?,10,56,3,2020-01-25 13:40,0
57,김정훈(bpwa****),처음에 봤을때는 전염병에 무지해서 스토리가 너무 오바스럽다고 생각했는데 우한 폐렴 때문에 한국영화 감기랑 이거 2개 생각이 나서 연휴기간에 다시 봤는데 컨테이젼이 연기와 상황이 너무 디테일하네요. 이 영화는 2020...,10,52,0,2020-01-27 14:12,0
58,seeker(mesm****),역시 전염병은 중국이 문제좀 씻어라 씻어그리고 쫌 인간이 먹을 수 있는 것만 좀 먹자이것들아,9,60,9,2020-01-27 9:05,0
59,쥰(rave****),소름끼친다. 미래를 예견한 느낌..,10,47,1,2020-01-25 23:15,0
60,yesu****,명언: 늑장대응으로 사람들이 죽는거보단 과잉대응으로 비난받는게 낫다고 생각합니다.,10,41,0,2020-02-03 21:17,0
62,술먹은치킨(rlaw****),스포일러가 포함된 감상평입니다. 감상평 보기,10,38,0,2020-01-23 12:21,0
63,jhd4****,현재 우한폐렴 사태를 생각해보고 이 영화를 다시 보면 소름돋네,7,40,2,2020-01-25 14:00,0
64,아즈라엘(prom****),성지순례왔습니다 9년후를  내다본 감독 대단하다,10,34,0,2020-01-29 23:05,0
65,암내스캔(myh1****),우한 폐렴때문에 알게되어서 본건데심각하다 심각해 ㅠㅠ 중국은 도움이 1도 안되는 아주 미개한 나라... 박쥐 오소리 낙타 코알라 뱀 쥐등등 대체 왜 먹는거냐? 게다가 우한에 연구시설에서 바이러스가 유출됐다는 얘기도 ...,7,35,2,2020-01-29 17:56,0
66,베네딕트자대배치(tlgj****),짱깨폐렴.. 이 영화는 재평가되어야 마땅함... 쓰레기 연가시 보다 평점이 낮다니 웃고간다 ㅋㅋㅋ 이게 조선인 영화인들의 수준ㅋ,10,39,6,2020-01-28 16:00,0
67,고용석(dydt****),감독이 예언자인게 분명하다,10,33,1,2020-01-29 12:39,0
68,JUN(eyes****),"■ 출연배우 보고나서 깜놀, 낮은 평점 보고나서 깜놀, '연가시'보다도 평점이 낮다는거 알고나서 깜놀. 이게 한국 관객수준.",10,32,1,2020-01-05 10:57,0
69,jjon****,최근 우한 바이러스에 딱맞는듯한 설정. 현실적인 사회분위기를 잘 표현했습니다!,10,28,0,2020-01-24 6:46,0
70,아이냥(sssa****),스포일러가 포함된 감상평입니다. 감상평 보기,10,28,0,2020-01-23 12:22,0
71,따봉이 아빠(kyg1****),2020년 1월 28일 중국에서 발생한 우한 폐렴 그로 인해 이 명작을 보게 됐습니다. 저처럼 우한 폐렴 때문에 이 영화를 보신분 추천!!!!,10,27,0,2020-01-29 8:37,0
74,eiei****,영화보면서도 설마 했는데 지금 중국 코로나 바이러스 본다면...,8,27,1,2020-01-25 18:33,0
75,태왕(love****),스포일러가 포함된 감상평입니다. 감상평 보기,10,28,2,2020-01-27 16:29,0
76,지웅이다(jiwo****),결국 짱깨의 손안씻는 습관덕에 이사태가 벌어진건가?ㅋㅋㅋ 아니면 야생동물의 서식지를 파괴한 인간의 이기심을 향한 자연의 복수인가?,10,25,0,2020-02-03 1:28,0
77,KAAANG(rkds****),개봉했을 땐 뭐 저딴 소재가 다 있나...하고 안봤는데 알고보니 거의 다큐멘터리 급...,10,25,0,2020-02-02 12:10,0
78,신초롱(sinc****),현시점에선 극사실주의영화라고 밖에 생각이 안든다. 영화로 보니 현시점에서 출근을 해야한다는 사실이 더욱 공포스럽다...,10,25,0,2020-01-28 6:53,0
79,어머나(my91****),그냥 지금의 우한시를 보는 것 같았다... 왜 이걸 이제야 보았나... 이런 대작을,10,24,0,2020-01-26 23:25,0
81,Calvin L(gong****),제발 '짱깨 바이러스' 라고 부르자.,10,23,0,2020-05-29 23:52,0
83,밴쿠버1004(koya****),소름끼친다~  2020년 3월 보는분~,10,22,0,2020-03-02 23:35,0
84,비가 내렸다(love****),"2020년 지금 우한폐렴이 일어날거를 알고 만든 영화같네요.진원지 홍콩, 시장에서 닭 도축하는 장면, 박쥐에서 시작, 전세계로 기하급수적으로 늘어나는 감염자들... 유명인들이 나와서 2011년에 제대로 경고했는데도 ...",8,22,0,2020-02-02 9:50,0
85,2oi2(2oio****),우한 폐렴과 싱크로율 99.9%,10,22,0,2020-01-31 19:32,0
86,혀니(blue****),"우한 코로나 바이러스 때문에 요즘 이 영화가 언급이 많길래 보게 됐는데 너무 재밌음 진짜;; 현 상황이랑 너무 비슷해서 더 재밌는건지, 두번 봐도 재밌음 마지막 장면이 대박임 ㅋㅋ 한번 더 볼거임 ㅇㅇ",10,22,0,2020-01-29 23:21,0
87,Asra(qkse****),무섭다 9년전에 미래를 보다니...,10,22,0,2020-01-29 23:18,0
90,필라멘트(jn23****),SBS보고 오신분~??? 개소름,10,20,0,2020-05-29 23:25,0
92,드래곤(eric****),출연진이 어벤저스급...ㄷㄷ,10,19,0,2020-02-24 23:51,0
93,김동훈(ehdg****),영화보고 최근에 만든건가 의심했네 똑같네,10,18,0,2020-02-01 18:40,0
94,라라라(kong****),지금유행하는 우한폐렴이 꼭 이 영화이야기랑 닮았다.현실은 더 영화같다,10,18,0,2020-01-29 7:09,0
97,jj28****,"주드로가 연기한 사기꾼 블로거가 한국에도 많네...어제 대전역에서 쇼한 쓰레기 유튜버들 처벌해라. 재앙을 이용해 돈벌 궁리만 하는 것들, 짝퉁 마스크 폭리,입국금지 선동, 집단 님비 별꼴 다본다...국내에서 벌어지는...",10,21,3,2020-01-30 7:08,0
99,성승규(sple****),지금 보는 사람있다 분명히ㅋㅋ,10,17,0,2020-04-03 21:09,0
100,고재웅(made****),스포일러가 포함된 감상평입니다. 감상평 보기,10,17,0,2020-01-28 3:08,0
101,no7no23(sega****),스포일러가 포함된 감상평입니다. 감상평 보기,8,18,1,2020-01-24 12:46,0
102,하늘아래(wds0****),2011년 영화에서 우한 바이러스 사태의 진행방향이나 발병원인까지 유사하게 맞아가는게 소름이다.. 한두포인트가 우연히 맞은게 아니라 이렇게 전체적으로 비슷할 수 가 있나?,10,16,0,2020-05-29 23:58,0
103,꿈꾸기(jjh1****),"처음 개봉 당시 봤을 때와 달리 한장면 한장면 다 의미가 있고, 너무 현실을 정확하게 반영하고 있어서 놀랐습니다. 인류는 이미 10년 전부터 문제의 원인(야생동물의 서식지 파괴 -> 인간과 야생동물의 접촉기회 ...",10,16,0,2020-03-08 3:06,0
104,루비(ruby****),스포일러가 포함된 감상평입니다. 감상평 보기,10,16,0,2020-02-05 2:51,0
105,syujinkou(syuj****),딱 지금 우한 폐렴 이야기.,10,16,0,2020-01-29 16:29,0
106,김준헌(junh****),백신 보급 방식이 로또 번호뽑기식 365개의 공으로 하는 생일 추첨이라는 발상에서 진짜 소름돋았다 저 방법 아니고서 사람들에게 형평성과 설득력을 줄수 있는 다른 방식이 뭐가 있을까?,10,16,0,2020-01-29 4:16,0
107,무네누(edcp****),아침부터 실검에 떠있길래 한 번 봐봤는데 이게 왜 6점대인지 모르겠음 ㅋㅋ 현실적으로도 충분히 가능한 이야기라 재밌었고 긴장감 오짐.,10,16,0,2020-01-10 15:04,0
110,네모스타일(hjso****),"다소 과장면 면이 없지 않지만 지금의 사태를 생각해보면 대단한 영화다. 단순히 감염에 대한 이야기뿐 아니라 인간의 사악함도 함께 내재되어 있음. 돈에 환장한 유투버들과 매치되기도 하고 이기심이 초래하는 폭동과 범죄,...",9,15,0,2020-02-09 17:47,0
111,김재헌(love****),"스티븐 소더버그 감독 대단하다. 멧데이먼, 기네스 펠트로, 케이트 윈슬렛, 쥬드로, 마리옹 꼬띠아르. 화려한 캐스팅에 다큐 수준의 리얼함과 디테일을 선사한다. 개나리 액의 반전. 완벽하지 못한 면역 체계때문에 누군 ...",10,15,0,2020-02-02 1:22,0
112,투르러브(bjeo****),지금 일어나는 중국우한폐렴의 실사판 영화,10,15,0,2020-01-30 15:16,0
113,헤이런(stim****),중국에서 시작되어 세계로... 미래를 예언한건가? 소름이네요.,10,15,0,2020-01-30 0:37,0
114,울산별이빈이랑이맘(djjy****),현재 우한 폐렴 상황이랑 너무 흡사해서소름 돋았고 이 영화를 통해 코로나바이러스에대해 더 잘알게 되었네요..언능 무사히 지나갔으면좋겠습니다.,10,15,0,2020-01-29 23:21,0
115,HYONY(moon****),실화일까봐 무서워서 평점이 낮은건가 싶을 정도로 재난 영화 중 최고의 영화라고 생각한다. 마치 우한 폐렴을 예견한 듯이 똑같은 영화..,10,15,0,2020-01-29 11:15,0
116,col(cold****),이게 현실로 되버렸네 세상 오래살고 볼 일 이다,10,15,0,2020-01-27 16:07,0
118,Wallflower(hyun****),어떤 정신병자들이 이 명작을 평점 6점으로 만들어???,10,16,1,2020-01-24 12:23,0
120,aprillily(crea****),지금 이 코로나 현실과 싱크로율 100프로.. 2020년(타임머신?)을 미리 경험한 사람이 만든 작품인가 의심이 들 정도,10,14,0,2020-05-29 23:52,0
121,뵤뵤(gers****),스포일러가 포함된 감상평입니다. 감상평 보기,8,14,0,2020-01-30 3:28,0
122,헬로영아(pain****),우한 폐렴이 번지면 저렇게 될까 두렵습니다현 상황에서 이 영화보니 긴장감 장난아님,9,14,0,2020-01-26 17:35,0
123,메오챠오(kana****),2020년 중국에서 일어나고 있는 코로나 바이러스 원작.,10,14,0,2020-01-26 12:56,0
124,BlueLINE(scj7****),"우선 연가시보다 평점 낮은게 충격이고, 현재 상황을 정확히 예측한것 아닌가 한편으로 걱정된다.",10,14,0,2020-01-24 6:54,0
126,깡양(kkan****),어쩜 중국이 진원지라는 것과 박쥐까지... 성지순례 와도 될 법한 영화임!,10,15,1,2020-02-01 20:45,0
128,송준호(wnsg****),대체 몇 수 앞을 내다 보신 겁니까 선생님..,10,13,0,2020-05-29 23:15,0
129,사자어흥(sasc****),과거에도 중국이었고 현재도 중국이니 미래도 중국일 것이다.,10,13,0,2020-02-01 20:57,0
130,NS(dlst****),우한 페렴이랑 너무 똑같은 상황이라 어이가 없을 정도,8,13,0,2020-01-27 22:20,0
131,Noahshin(tmdr****),역시 모든 문제의 원인은 짱깨다,10,14,1,2020-02-01 19:57,0
134,iNssA(jp_s****),마지막 장면 아무거나 처먹는 돼지 = 중국인들 표현한것,10,12,0,2020-02-23 19:53,0
135,fly high(beau****),2020년 2월에 본 사람 좋아요,10,12,0,2020-02-19 1:36,0
136,hans****,2020년 1월말 전세계가 난리난 상황에 재평가 받아야 마땅한 영화,10,12,0,2020-01-29 18:47,0
137,기억을걷는시간(opal****),제대로 지금 상황을 예언한 영화,10,12,0,2020-01-26 8:21,0
138,티유(ktgj****),지금 우한 폐렴을 보니 너무 비슷해서 소름 돋는다,8,12,0,2020-01-23 23:19,0
139,김소희 thglm(thgl****),코로나19로 제목바꿔야될듯;;;;,10,13,1,2020-03-04 19:37,0
141,뚜루뚜뚜(bear****),20.5.29일 성지순례 오신분,10,11,0,2020-05-29 23:54,0
142,마카롱(kind****),왜 Day 2 부터 시작하는지 소오름,10,11,0,2020-03-10 1:24,0
143,케빈(mags****),"현 코로나 사태를 10년전에 예측한 영화네요. 감독의 높은 예지력과 화려한 캐스팅에 놀랐습니다. 출연진의 거의 어벤져스급이네요. ""늑장 대응으로 사람이 죽는것보다 과잉대응으로 욕한번 먹는게 낫다"" 는 ...",9,11,0,2020-03-04 0:01,0
144,skyt****,감독이 미래에서 왔다고 밖엔 할말이 없네요 ㅎㄷㄷ재평가가 시급함. 코로나 바이러스가 퍼지는걸 여기에 대입해서 보다 보면 시간 가는 줄 모르고 보게 되네요 ㅋ,9,11,0,2020-02-01 18:42,0
145,skysea7(sinv****),성지순례 올만 하네요 이 영화가 9년전 영화라는게 믿겨지지 않네요ㅜㅜ,10,11,0,2020-01-30 0:40,0
146,hady(anan****),공포영화에 가깝지만 피 한방울 등장하지 않는다.,10,11,0,2020-01-29 17:17,0
147,형석(arth****),이 영화를 제대로 보면 이번 우한사건이 왜 발생했는지 알게된다... 이미 이런 일을 거의 정확하게 예견했다는게 놀라울따름,10,11,0,2020-01-28 17:58,0
150,skym****,"우한폐렴 예측, 중국은 세계의 민폐",10,12,1,2020-04-03 10:28,0
151,별바라기(yea4****),11년작인데 코로나 예언적중 놀라고마지막 장면에서도 진짜 소름~~,9,10,0,2020-05-30 0:04,0
152,sheufiwbwyg3(5020****),감독의 미래예측...우리나라는 정말 의료진에게 감사를...,10,10,0,2020-05-29 23:46,0
153,airforce1hiOnyx(airf****),진짜 현상황이라 똑같다 마스크 보관창고 강도 당하고 슈퍼마켓 털린거 보면 영화속 폭동도 그리 과장은 아니다 그리고 평점 테러하는애들 중국애들이냐? 여기저기 선동질 하더니 영화까지 와서 테러를 해 영화를 영화로 봐야지...,10,10,0,2020-04-02 11:12,0
154,dav(davi****),아 ㅋㅋㅋㅋ ㄹㅇ됐네 박쥐들이 문제야 하여간,10,10,0,2020-01-26 5:25,0
156,ljjl****,성지순례 왔습니다^^ 착한 중국인은 죽은 중국인 뿐이라는걸 다시 한번 깨닫습니다^^,10,11,1,2020-01-29 22:17,0
157,bluesnow(snow****),짱깨 코로나의 정확한 예측! 문재앙과 대깨문 개돼지 새끼들이 싫어할 영화!,10,21,11,2020-05-30 0:12,0
158,JJ(wisd****),"코로나 현상황과 비교하는 평은 많으니 차치하고, 딸을 위해 프롬 파티를 집에서 열어주고 딸의 남자친구도 안전한 상황이 확보되었을 때에 초대해 딸에게 행복하고 즐거운 시간을 만들어준 아빠의 모습이 참 인상적이었다. 비...",10,9,0,2020-05-30 1:10,0
159,망할(best****),스포일러가 포함된 감상평입니다. 감상평 보기,10,9,0,2020-05-29 23:53,0
160,때가 이르매(spac****),스포일러가 포함된 감상평입니다. 감상평 보기,6,9,0,2020-05-29 23:50,0
161,티끌모아파산(cjse****),100% 실화 영화임 이건팩트다,10,9,0,2020-05-29 23:49,0
162,푸른옷을입은마법사(aphr****),헐 이 영화 감독 뭐지?  ....,10,9,0,2020-05-29 23:22,0
163,상큼한 후레지아(dkle****),확 와닿는다. 이 시국에는 이 영화를 감상하고 명상하고 홈트하고 집에서 요리해먹길... 꽃놀이간다고 밖으로 돌아다니지말고 이기적인 행동과 사고는 집어 치우시길... 꽃놀이 가는 동안 마스크 1분1초도 빼지말고 자신의...,10,9,0,2020-04-03 23:51,0
164,다이어트킹(leem****),영화가 아니라 예언서 같다,8,9,0,2020-03-30 18:02,0
165,워터폴(jjam****),"어쩜 이리도 지금의 코로나 사태와 똑 같은지..발병국, 과일박쥐, 중간숙주, 역학조사, 감염경로, 감염 경로 은폐(신천지/기네스), 환자격리, 가짜뉴스, 사재기, 품귀현상, 의료진 사망, 백신(마스크)의 선별 보급,...",9,9,0,2020-03-06 14:45,0
166,김인경(cree****),스포일러가 포함된 감상평입니다. 감상평 보기,10,9,0,2020-02-25 22:30,0
167,블리블리(cryc****),여기서도 박쥐가 원인이라고 나오는데 박쥐먹는 중국인들은 도대페 뭐냐? 미개한넘들,10,9,0,2020-02-01 22:39,0
168,야도란(gusw****),박쥐먼데ㅋㅋ 개똑같네,8,9,0,2020-01-30 3:52,0
169,Ellen(herb****),영화와  현실이 소름끼치게 똑같다....우한폐렴사태를 정확하게 예측!,10,9,0,2020-01-30 0:17,0
170,dkdi****,와~영화 시작 십분도 되기전에 소름 소름.. 지금의 우한 사태와 똑같다..  무섭다. 지금 현 상황을 생각하고 있던것보다 좀더 심각하게 받아들여야겠단 생각이 들었다. 평점 수준이 너무 사악하다.. 현실감이며 배우들의...,10,9,0,2020-01-29 23:14,0
171,박옹주(chok****),이영화가 2020년 현실이 되었네요..,10,9,0,2020-01-29 23:11,0
172,ELSA(jwh0****),미래를 내다본 영화였다니..,10,9,0,2020-01-28 16:58,0
173,whatdoyou(faxn****),진짜 핵꿀쟘이었다...우한 예언 필름 ㄷㄷㄷ,10,9,0,2020-01-25 18:51,0
174,hjj(hjj8****),"당시 극장에서 볼 때 현실화 될 수 있겠다 생각했었는데, 그 일이 진짜로 일어났다.",9,9,0,2020-01-25 0:01,0
176,반려견을사랑하는남자(tpgn****),"신천지..코로나.. 컨테이전 영화가 현실이 되어버린 현실이 씁쓸합니다.. 마음놓고 바깥에 나가지도 못하고 중국 입국 안막은 정부도 밉고, 코로나를 확산시킨 사이비 신천지도 밉네요..",10,10,1,2020-02-28 14:55,0
177,니벨륭겐(sykm****),"코로나19를 정확히 예언한 소더버그 감독의 재능이 정말 놀랍다.2011년 당시 이미 그러한 바이러스가 전 세계에 퍼질 것을 경고하며 다큐같이 담대하게,설득력 있게 그려내고 있다.박쥐가 숙주라는 것도 지금과 일치한다....",8,10,1,2020-02-24 16:06,0
178,2020(k302****),스포일러가 포함된 감상평입니다. 감상평 보기,6,11,2,2020-02-23 22:56,0
180,TL(basa****),코로나19정확히 예측 몇가지 빼고는 디테일에 놀랄정도로 흡사..마스크 안쓰고 폭동이르키는 미국인들까지 정확하네..,10,8,0,2020-07-12 12:13,0
181,오모리찌개(kkon****),9년전 영화관서 그냥 재난영화네 했는데.. 지금 TV로 다시보니 현재 미국상황을 그린 다큐멘터리였다.... 감독이 타임머신을 타고 왔다간게 아니고서야.. 리얼 소름이다....,10,8,0,2020-05-29 23:52,0
182,워리어(drun****),배우들 연기 좋고 마지막에 사건의 시초가 되는 1일차로 끝나는 엔딩 좋네요. 박쥐 돼지 중국. 한국식 신파 없고 절제된 감동도 괜찮았음. 공항에서 가짜 백신인 거 듣고 여자가 다시 돌아가는 장면 특히.,9,8,0,2020-05-29 23:52,0
183,예진아빠(bora****),"코로나19 터지고 나서 만든 영화라해도 믿겠네. 수년전에 지금 상황을 너무나 놀랍도록 예견한듯해서 전율을 느낌. 또 하나, 이 영화가 일찍 나왔음에도 인간은 영화를 통해 배우질 못하는구나. 영화 보는내내 마치 감독이...",10,8,0,2020-05-18 15:57,0
184,기묘(gywj****),빨리 코로나19가 종식되길 바라며 감상했습니다. 대한민국의 의료 종사자분들 힘내세요,10,8,0,2020-04-21 16:25,0
185,cjk8****,감독이 타이머신타고 2020년에 우한코로나보고 2011년도로 가서 영화 만듬,10,8,0,2020-04-01 0:01,0
186,muxi****,"미국이 다 해결했다 정도로 뻔하게 끝나는 결말은 이번 코로나19 사태 때문에 미국의 민낯이 드러난 시점에서 매우 아쉽지만 중국,동남아 애들이 아직도 박쥐를 식용으로 쓴다는 점에서 교훈이 있는 영화다.특히 중국은 야생...",9,8,0,2020-03-28 14:17,0
187,Elio(elio****),옛날부터 이런영화 바이러스 시초는 꼭 중국이라는 설정이 그냥 동양 무시하는 경향이라생각했는데 한국이나 일본이 아닌 이유가 있었다. 그들은 다 알고있었나봐...,8,8,0,2020-03-22 19:23,0
188,내인생의koRn(wane****),이건 영화가 아니라 다큐임,10,8,0,2020-03-02 17:05,0
189,모피어스(sant****),"""늦장대응으로 국민들이 죽기보단, 과잉대응으로비난을 받는 것이 낫죠. '' 에휴. 한심하고 무능한 인간들아.",10,8,0,2020-02-29 22:55,0
190,몽몽스(tvtp****),감기보고 바로 컨테이젼 보고옴 근데 제발 한국영화 러브라인좀 안만들엇으면 병나나,10,8,0,2020-02-22 3:36,0
191,seul****,2020년도 우한폐렴 실화영화수준 ....,10,8,0,2020-02-09 17:20,0
192,arod****,한국 재난 영화는 비교도 안되고 이번 우한 폐렴을 정확히 예측 했네. 그것도 거의 10년전에,10,8,0,2020-02-08 1:39,0
193,qjdl****,현재 상황을 9년 전에 정확히 예측한 영화지금 모든 국민이 봐야 할 영화,10,8,0,2020-02-08 0:02,0
194,supreamcy(iamf****),뭐 하나 놓친거 없는 바이러스 계 정석 영화,10,8,0,2020-02-04 14:25,0
195,유시온(gris****),출연진부터 어마무시하네... 우리나라 '감기'에 이어 현재 우한폐렴으로 다시 보게된 영화.ㅋ,10,8,0,2020-02-03 23:07,0
196,흙곰(ggom****),우한사태를 정확히 예측한 명작!!!!,10,8,0,2020-02-02 12:46,0
197,원더키티(gems****),우한폐렴 연관있어 자료로 쓰려고 봤음다...2011년에 만들어진 영화 맞나요. ㅎㄷㄷㄷ,10,8,0,2020-02-02 9:23,0
198,버블보이(plov****),2011년 관람당시는 뭘 기대하고 갔는지 모르지만 너무 다큐멘터리 같은 연출에 실망했었는데 그땐 참 어렸었나보다... 이번에 다시 보니 정말 잘 만든 영화,10,8,0,2020-02-01 19:35,0
199,세계수(ijp0****),"역시 스케일이 다르구나.. 살인적인 전염병이 퍼졌을때 일어날 법 한 다양한 모습을 보여줬다고 생각한다. 전세계 인구의 1%만 생각해봐도 약 7천만 명이 죽는다고 예상할때, 남북한이 합친 인구가 지구에서 사라진다는 얘...",9,8,0,2020-01-30 7:22,0
200,이래라저래라(leeu****),우한사태를 정확히 예측함,10,8,0,2020-01-30 0:27,0
201,빛의군주(jimi****),이 영화는 미래를 예언하고 있었음...;;;,10,8,0,2020-01-30 0:12,0
202,이현식(lgma****),가장 현실적인 최고의 영화,10,8,0,2020-01-29 23:17,0
203,예쁜구름(bsti****),주드로가 영화 보는 내내 죽여버리고 싶은걸 보니 주드로는 연기를 잘한다.,10,8,0,2020-01-29 22:23,0
204,vaNka(va_n****),지금...입니까...,10,8,0,2020-01-29 21:39,0
205,뽀빠이(sjso****),스포일러가 포함된 감상평입니다. 감상평 보기,10,8,0,2020-01-23 18:07,0
207,뮤즈(swoo****),이거보니 우리나라 국민들 시민의식이 그래도 참 훌륭한편인거네. .,8,9,1,2020-05-29 23:11,0
208,파라스(winn****),케이트윈슬렛 마스크 그따위로 쓰니 죽지,6,9,1,2020-03-01 14:01,0
209,kang****,반드시 재평가받아야할영화,10,9,1,2020-02-24 21:49,0
210,천재소년98(mond****),긴장감을 끝까지 잃지 않고 집중해서 볼 수 있는 영화. 지금 시기와 딱 어울릴만한 소재. 결론은 짱깨 박멸이 지구를 살리는 길이다.,9,9,1,2020-01-28 16:53,0
211,티에리 음바페(vhvh****),지금 코로나 바이러스가 유행이듯 중국이 얼마나 더러운지 알려준영화 이 영화는 재평가받아야한다,10,9,1,2020-01-25 19:11,0
