Column1,nickname,text,score,like,dislike,time,watch_movie
323,르네상스(nasn****),애 딸린 의사 유부녀와 사귀기가 얼마나 힘든지 보여주는 영화,10,19,0,2020-03-01 12:35,0
343,cher****,2020년 2월 3월에 개봉했으면 평점 10점도 나올듯,10,22,3,2020-03-09 0:24,0
344,형섭다오(hssu****),2020년 2월에 보시는분 손,10,18,0,2020-02-25 15:41,0
345,rty1****,7년전에 관람했는데요.처음에는 말도 안되는 상황이라고 생각했는데 지금 신종코로나 사태와 비교해보니 소름 돋았음.,10,19,1,2020-03-01 21:59,0
348,에고이즘(hedg****),2020년 코로나 성지순례..,10,17,0,2020-03-06 17:15,0
349,몰른다(tbvj****),성지순례왔습니다. 코로나를예언하셨군요. 대체 몇수앞을 내다보신건가요.,10,18,1,2020-02-29 20:50,0
354,왕멍멍이(lsb1****),곧 현실이 되어간다 ㅋㅋㅋ,10,19,2,2020-01-26 21:56,0
371,wlsr****,대구시민입니다..코로나 때문에영화를 다시 찾아봤는데 코로나19도 빨리 치료제가 나와서 모든환자분들이 완치되었음하네요,10,16,0,2020-03-08 15:12,0
372,aaaa(wlsd****),현재 대한민국이 저 꼴이 날 줄이야,3,16,0,2020-02-25 0:03,0
373,체리향나무(shin****),코로나 시국에 시간내서 봄.영화 개연성이나 캐릭터 전개는 별로지만전염병에 대한 경각심과 정부차원의 대처 관련 부분들 보면서다시한번 분노하게 만드는 영화.,8,16,0,2020-02-23 10:25,0
374,팀킴 컴퍼니(team****),지금 코로나 시국을 그대로 나타낸 영화,8,16,0,2020-02-22 10:30,0
375,레몬트리(buen****),2020년 중국 우한이 지금 저상태 ...,10,16,0,2020-02-01 22:29,0
393,매실환싱의맛(syhs****),영화가 2020년을 내다봤네,8,18,2,2020-03-10 12:30,0
394,희비(burg****),오래전엔 현실성 없었는데..지금은 너무 소오름..이걸 예언한거 자체가 충격..,10,18,2,2020-02-23 23:33,0
395,디바드(diva****),왜 장혁 감염안된다는사람들 제대로 본거 맞냐애초에 이영화 감염률 설정은 50퍼임 그중이 수애랑 장혁도 포함된거고 그리고 고구마 먹은것처럼 답답하다는 사람들. 잘봐라 저게 현실적인 케릭터 상이다. 수애처럼 자기생각만하...,10,18,2,2020-01-30 15:27,0
396,어승현(esh3****),시대를 앞서간 영화....,10,18,2,2020-01-27 20:03,0
397,검은고양이(dltn****),신종플루 -메르스2020년에는 우환폐렴;; 감기를 보러왔는데 우환폐렴과 비슷한 증상이여서 더욱 무섭네요 ㅠ,10,18,2,2020-01-26 20:45,0
406,어진선비(wjdg****),현 대통령바꾸고 차인표넣자,9,19,3,2020-02-22 1:40,0
407,후아유맨(xkai****),지금에서야 재평가 되는 영화 ㄷㄷ,10,19,3,2020-01-25 21:03,0
410,라이언(ryan****),이 영화 2탄 나올듯.. 신천X 종교 하나가 전염병 옴겨서 나라가망하는 그런 내용으로.. ㅋㅋ,10,24,8,2020-02-23 20:33,0
418,berrymilk(dlfd****),잘봤습니다. 지금 현재상황과 같아 소름이였고 보는내내 더 몰입이 되었어요. 우리나라도 모두 회복되어 무사하길 바랍니다. 영화 만들어주셔서 감사합니다.,10,15,0,2020-03-10 22:14,0
419,Bsuinmyba(mind****),살아있는사람 태우는거 중국괴담생각남..,10,15,0,2020-03-08 7:22,0
420,파랑새(sj14****),극장에서 이 영화를 볼 때만해도 2020년 지금같은 일을 겪을 줄은 생각도 못했지,10,15,0,2020-03-02 7:40,0
421,월아(flov****),볼땐 개연성도없고 밑도끝도없고 뭐이래 그랬는데 지금상황보니 대본쓴사람 어디다 자리펴고앉아도 될거같다.,8,15,0,2020-02-23 0:58,0
422,비류연(tnto****),13년도에 제목 코로나바이러스 였으면 지렸다.,10,15,0,2020-02-16 4:06,0
423,황금돼지(dlek****),2020년도 우한폐렴때문에 성지순례 온사람 손,6,15,0,2020-02-09 13:50,0
424,장용현(dydg****),코로나페렴발생하고 영화본사람손!!,10,15,0,2020-02-03 3:48,0
425,최희주(quee****),7년이 지난 영화를 보면서 앞날을 걱정하기는 처음,10,15,0,2020-01-30 21:45,0
436,SanDaRa(merc****),지금 우한짱깨 폐렴이랑 상황이 딱 똑같다 도시 봉쇄하고 국회의원들 의사대표말 안듣다가 상황 더 악화되고 지들끼리 자화자찬이나 하고 영화 끝부분에는 어이없는  억지 반미까지 (지난 달 언론에서 미국독감으로 물타기 시도...,8,16,1,2020-03-10 0:17,0
437,승현레바브넷(sher****),우한 폐렴이 유행하는 지금 매우 적절한 영화라고 생각하는 사람 손,10,16,1,2020-02-02 16:56,0
446,까메오(vzza****),그런데 이 일이 실제로 일어났습니다,10,17,2,2020-01-27 20:01,0
454,태치(nang****),"현시점 다시 보면, 여러 가지 생각이 드는 영화.",8,18,3,2020-01-26 4:22,0
460,김성은(land****),미래를 예측하셨군요..,10,14,0,2020-03-04 0:31,0
461,자기미(jaki****),정말...날 화나게 만드는구나 ....현실에도 존재하겠지 ..와우 지금.. 코로나 퍼진겸 봤는데....저사태는 절대 오지 말길,10,14,0,2020-03-02 7:05,0
462,zzak(bih3****),극 중 이희준 개 패고 싶다 ; 줘패고 다니면 뭐 해결 되냐 개빡치네,1,14,0,2020-02-29 6:50,0
463,예림이그패까봐(rayn****),ㅋㅋㅋ 이게 현실이 될줄은,10,14,0,2020-02-24 1:40,0
464,2h(ajrj****),스포일러가 포함된 감상평입니다. 감상평 보기,2,14,0,2020-01-28 22:49,0
469,허임(hyye****),"지금 다시 보니까 색다르네,바이러스란 참 무서워",5,15,1,2020-03-07 20:39,0
470,dide****,2020년3월1일 보는사람 손?,6,15,1,2020-03-01 16:31,0
471,kilb****,반미를 담았지만 현실에선 친중이 문제였내,10,15,1,2020-03-01 2:48,0
472,라코스테(nf01****),낭떠러지에서 구조되는 상황에서 치마 찢어졌다고 모라고 하고 옷빌려 달라는게 말이 되냐,10,15,1,2020-02-26 15:35,0
487,서정현(dsaq****),이 시점에 보니까 진짜 개무섭다 ..,10,16,2,2020-03-02 22:25,0
488,GREENMINT(koun****),개봉당시는 별생각없이 봤는데.. 지금 다시보니 소름끼칩니다.,10,16,2,2020-02-24 10:52,0
489,통통함(qpje****),지금 우한시 상황과 100%일치.우리나라도 우한처럼되면 영화대로할거니제발 미리예방하고 지냅시다.,10,16,2,2020-01-26 15:04,0
496,BLINK덤(mone****),코로나가 점점 심각해지니까 자연스럽게 이 영화를 떠올리게 됐다.. 현실이랑 다른 점은 정부의 대처 능력 정도,10,18,4,2020-02-24 12:43,0
509,슈마허(indu****),2020년 지금 보신분들? ㅠㅠ,8,13,0,2020-03-02 19:03,0
510,허은진(daej****),이건 미래를 예언하기 위한 영화인듯,10,13,0,2020-02-22 23:10,0
511,kuda****,7년뒤 닥쳐올 현실을예언하는 영화네코로나도 장기화 되면영화처럼 격리되고결국 화장당하겠지..,8,13,0,2020-02-22 13:47,0
512,5650****,우한사태를 보며 교훈으로 삼아야 할 영화!! 정말로 차인표같은 대통령이 정치를 하기를!!,10,13,0,2020-02-03 12:13,0
513,배움의길(cale****),영화 감기 재평가 시급합니다. 2020년 1월 대한민국은 중국 우한에서 발생한 폐렴 코로나 바이러스로 인해 국가적 재난을 맞이했습니다.,10,13,0,2020-01-31 15:50,0
514,성재짱(sung****),우한폐렴 유행하는 시기에 꼭 보기바람. 사태의 심각성과 감동을 느끼게해주는 좋은 작품임. 장혁의 연기가 정말 감동적,10,13,0,2020-01-30 21:15,0
523,한도현(able****),지금 2020 2월 1일 코로나바이러스(우한페렴)가 중국에서 박쥐를 드시고 시작해서 중국인의 모험심과 이기적임으로  공항에서 해열제를 드시고 입국을 해 우리나라에 감염자만 만드는 중 경각심을 높이자 하고 영화를 넷플...,10,14,1,2020-02-01 19:49,0
524,낙타(pers****),우한 폐렴 예측한건가 ㄷ ㄷ,10,14,1,2020-01-31 19:57,0
525,oen88(e2ro****),와...첨봤을때도 재밌었는데 지금보니까 리얼이다..,10,14,1,2020-01-30 3:16,0
538,열무(llqp****),차인표 같은 대통령은 역시 현실에선 무리였나^^...중국몽 오지고 지리고요,8,15,2,2020-02-03 12:30,0
539,Elroy(algh****),대규모 바이러스가 퍼질때마다 재평가 받는 영화. 13년도 개연성 1도 없다고 욕처먹다가 15년도 메르스로 몰라봤다며 떡상 ㅋㅋㅋ 메르스 잡히고 객관적으로 욕처박다가 우한폐렴으로 2차사과 ㅋㅋㅋ,7,15,2,2020-02-02 23:12,0
540,뿅(rhdm****),우한폐렴때매틀었는데 리얼영화네...감독예지력..,10,15,2,2020-01-27 15:56,0
550,lky8****,2020 이영화가 왜 망했지 개명작임,10,17,4,2020-03-12 11:04,0
555,aeen****,분당 국회의원... 어쩜 이리도 문재인을 주축으로 한 민주당 국회의원들과 마인드가 똑같을까...? 문정권도 저런 마인드로 폐쇄 안 했다가 지금 돌이킬 수 없게 병이 확산되고 있죠... 영화보다 더한 대한민국이네요~,10,19,6,2020-02-22 17:40,0
571,퐈퐈쥐뮌(ahsh****),이거 보면서 지금 코로나 생각 하면서 소름 돋은 사람 손,8,12,0,2020-07-23 19:24,0
572,디트로이트(uzza****),영화에서도 보여주네..의사들 전문가들 말을 들어야지..정치인들이 끼어들면 꼭 나라가 이모양 이꼴이 되지,8,12,0,2020-03-01 23:49,0
573,황성훈(skm2****),(미래의)실화를 바탕으로한 영화!!,10,12,0,2020-02-23 17:01,0
574,강우석(ga_p****),그냥 지금 코로나 상황을느낄 수 있음.,10,12,0,2020-02-22 19:04,0
575,키라티나(wlgu****),이젠 진짜가 되어버릴것같은 영화,10,12,0,2020-02-22 17:03,0
576,J(jhcz****),지금 2020년 코로나바이러스로 떠들썩한데예전에 이 영화를 보고 현 시국이랑 비슷한거같아다시한번봤습니다. 시대를 앞서가도 너무 앞서간영화네요 ㅎ,10,12,0,2020-02-22 0:39,0
577,이(wjsr****),2020년 이제와서야 이영화를 뒤늦게 검색해본다.. 너무무섭다... 진짜 이렇다.. 그때 이영화봤을땐 오바다라고생각했는데 ㅇ지금 내상황이 더 오바네...,10,12,0,2020-02-19 14:47,0
578,dirma(wjdg****),영화 초반은 정말 지금 상황이랑 같다고 생각됨... 무섭다,10,12,0,2020-02-01 0:26,0
579,김민희(mhki****),우한 코로나바이러스가 전세계에 퍼져나가고 우한이 봉쇄되고야 이 영화를 봤는데 충분히 현실성있고 극한 상황에서 나오는 인간의 이기심을 잘 표현한 것 같습니다.,10,12,0,2020-01-29 23:01,0
594,gas7****,스포일러가 포함된 감상평입니다. 감상평 보기,7,13,1,2020-03-06 22:26,0
595,YOON(jym8****),스포일러가 포함된 감상평입니다. 감상평 보기,4,13,1,2020-02-25 2:11,0
596,Koo(wpgu****),성지순례왔습니다. 7년 뒤 한국의 미래를 정확히 예측해서 영화를 만드셨네요. 코로나 빨리 진정되어서 개강 및 개학이 정상화되게 해주세요,10,13,1,2020-02-24 1:16,0
597,황수빈(sb_3****),? 전염병 돌때마다 재평가 시급한 영화임,8,13,1,2020-02-23 8:54,0
598,이승민(smle****),성지순례왔습니다. 이거 2020년 미래를 미리 예견한 영화라면서요? 그럼 분당이 우한이었던... 와 소름,10,13,1,2020-02-07 10:55,0
599,일지매(chan****),2013년에 영화가 개연성이 없다고 떠들던 놈님들 어디계신가요?,10,13,1,2020-01-31 21:18,0
600,인디고키드(jmva****),개봉 당시 평이 재미없다 해서 안 봤다가 요즘 우한 폐렴과 유사하다 해서 봤는데 재난 영화로 시작해서 반미 영화로 끝남.왜 우리나라 영화는 영화마다 이렇게 기승전 반미인가.너무하다.,6,13,1,2020-01-26 15:30,0
617,ghks****,2020년 다시 보러왔습니다,10,14,2,2020-03-09 11:58,0
618,큰 형(in53****),"오늘 이 영화 봤는데 지금 코로나때문에 힘든 상황하고 잘 매치 되네요단, 대통령으로 나오는 차인표와 현실의 문개새가 너무 비교됨..ㅠ",8,14,2,2020-02-24 23:13,0
619,김기쁨(kate****),2020년에 보니 우한폐렴 사태가 겹치면서 영화가 현실화 되어가고 있는것 같습니다 이 영화는 미래를 예언한 영화입니다 그것도 두번이나!!!!,10,14,2,2020-02-24 20:10,0
620,명탐정 고난(opop****),야 코로나때문에 이 영화가 생각났다,10,14,2,2020-01-27 19:53,0
621,yahama(xotj****),미래예지ㅆㅅㅌㅊ 초반에 침방울 퀄리티 개오짐,10,14,2,2020-01-27 16:08,0
622,esther(zuin****),스포일러가 포함된 감상평입니다. 감상평 보기,2,14,2,2020-01-21 20:01,0
629,SOULSCALE(milk****),맥락없는 쓰레기 영화. 대한민국에 바이러스가 퍼졌는데 미국이랑 전쟁하는 미친 영화.,1,15,3,2020-02-25 1:43,0
633,그림죠재거잭(haha****),이번코로나 사태를 예견한 영화와드라마를꼽으라면 감기와더바이러스 일것이다. 문재앙영화드라마역할이라면 감기의총리역할 더바이러스 드라마에서는 대통령 비서실장역이 가장 잘어울린다. 만일 박정희. 노무현대통령이였담 차인표형님...,10,16,4,2020-03-02 2:22,0
634,한화이글스(gusw****),문재인이 차인표 반의반만 닮았더라면.,10,16,4,2020-02-24 1:54,0
635,baby(dydd****),미래를 예측한 영화....,10,16,4,2020-02-03 12:58,0
636,매력만쩜(iam_****),우한 폐렴을 앞서 본 그..는 도데체.. 일루미나티로 의심되노;; 아수라도 리얼리즘 지렸는데 감기 다시 보게 되노;;,10,16,4,2020-01-27 22:25,0
648,다니(ekdm****),배우들의 연기력은 말 할 것도 없는데 차라리 장혁을 미르의 아빠 역할로 하는 게 나았을듯.. 이상한 영웅심 때문에 속 터져서 화가 남. 그리고 처음부터 끝까지 말 지독시리 안 듣는 애 때문에 그냥 너무 짜증났음,6,11,0,2020-03-14 18:37,0
649,우사인볼트(dani****),"우한폐렴 사태를 겪으면서 이 영화를 보니, 이런 시나리오도 있을수도 있겠다는 생각이 드네요",8,11,0,2020-03-01 21:27,0
650,LEEKT(sddf****),코로나땜에 봤는데 역대급 OOO기 영화. 이정도로 발암일 수가 있나? 와... 중간에 끄고싶은게 한두번이아니었다,1,11,0,2020-03-01 21:06,0
651,ppa(ppaa****),"개봉 당시에 봤을 때는 비약이 너무 심하다는 생각도 앞서고 개연성도 부족하고 해서 재미없게 봤는데, 지금 코로나19가 창궐하는 이 시점어서 다시 보니 소름 돋는다. 마치 코로나19가 영화를 보고 그걸 넘어서려 하려한...",8,11,0,2020-02-23 6:49,0
652,MIZI(aksl****),우한 폐렴 때문에 이 영화를 찾아보려는거면 2011년작 컨테이젼을 봐라. 야생 박쥐가 원인이었음을 결말에서 보여주는데 이 연출이 굉장히 소름돋는다. 메르스와 코로나 바이러스로 재조명 받은건 감기가 아니라 컨테이젼임....,1,11,0,2020-01-28 15:16,0
653,블라리(dnwl****),감기가 현실이 되다니ㅋㅋ,10,11,0,2020-01-25 16:06,0
669,반갑습니다또오세요(cllc****),수애가 제일 극혐아님?ㅋㅋ 영화시작부터 끝까지 지밖에모르고 남들 죽던말던 개극혐 거기다가 아무리 전작권이 미국에있어도 총리지시에 대통령을 못움직이게 막아서냐?ㅋㅋㅋㅋ 개판도 이런판이,2,12,1,2020-06-02 14:16,0
670,하성수(hssw****),이게 2020년에 현실이 될줄은...,8,12,1,2020-02-29 13:48,0
671,zzzz132(stoc****),아무리 이쁘다지만 여자가 저래 싸가지 밥말아먹었는데 좋아한다는것도 웃기고 그 와중에 목숨까지걸어?ㅋㅋ 작가 아니면 감독이 호구인가보네. 저게맞가고 생각하는거보니...,1,12,1,2020-02-22 16:16,0
672,웨이브(rla7****),영화가 재미있고 재미없고를 떠나서 지금 현실과 너무 똑같아 소름끼친다...의사들은 방역을 강화하자고 하는데 한심한 정치인과 정부는 별거 아니라며 우습게 여기다가 결국 도시 전체에 전염병이 창궐하게 되는 모습이,10,12,1,2020-02-18 16:40,0
673,수영(suyo****),코로나 바이러스라는 명칭이 이제 붙어서 그런지 너무 소름돋는다 예전에 봤으면 무슨 감기가 저래 이 생각이 먼저 들었겠지만 지금 상황으로써 너무 이해가는 영화 평점 낮아서 좀 놀란 영화임,10,12,1,2020-02-08 1:00,0
674,김해진(tedd****),우연히 오늘봤는데 코로나바이러스... 소름돋네요 성지순례총총총...,10,12,1,2020-02-02 20:45,0
675,OPOECKER(hyun****),이게 현실이 되다니...,10,12,1,2020-01-29 21:11,0
676,바어규야애(lh07****),미래 예지 영화....,10,12,1,2020-01-28 8:46,0
677,웅이(alsw****),아아 다큐였구나...,10,12,1,2020-01-27 4:31,0
703,sy(m1dm****),"13년도엔 이게뭐냐는반응이 대부분이었고15년도엔 메르스로 위기느끼고19년-20년도엔 코로나로 실감하고아직은 영화보다 현실은 치사율, 전염력이낮지만가까운 3년안이나 곧 훗날 또 이영화를 성지하러올듯ㅠ이영화는 아직도.겪...",10,13,2,2020-02-27 4:06,0
704,kmca****,"재밌는데 의외로 평점이 낮네요. 요즘의 코로나 상황이랑 비슷해서 몰입해서 봤어요. 차인표같은 대통령, 장혁같은 직업정신의 소유자가 많기를 기대하게 됩니다.",8,13,2,2020-02-26 13:56,0
705,부르주앙(jh__****),개봉당시 극장가서 봤고 메르스때 재조명당해 뿌듯했고 우한폐렴때문에 또 다시 봤네요. 시대를 앞서간 명작입니다.,10,13,2,2020-01-29 1:56,0
706,james(musa****),우한폐렴 실제 9만명 감염됐는데 중국이 속이고 있다고 중국간호사가 그런다 이 영화는 제 평가 돼야 한다. 정말 잘표현했다. 라면 사러가야겠다,10,13,2,2020-01-25 16:14,0
710,쌔끈(jqdj****),2020년 현실화 되어버린 영화,10,14,3,2020-08-09 23:22,0
711,nic(nice****),스포일러가 포함된 감상평입니다. 감상평 보기,1,14,3,2020-02-03 21:11,0
720,yuga****,우한폐렴땜에 다시보는데 이 영화 재평가가 시급합니다. 이정도면 바이러스 국가재난사태 예방 영화임.감염자 외국인 밀입으로 시작해서 무능한 정부까지 정말 잘만든 영화.,10,15,4,2020-01-28 16:57,0
724,cool****,영화 재평가합니다.우한 폐렴 예측,10,18,7,2020-01-29 16:50,0
730,라이언(seba****),코로나 사태가 만연한 현재에서 만약 우리가 특정지역을 차단하고 집단광기에 빠지면 어떻게 될까를 극명히 느끼게 해준다.무섭지만 지금이 최선이다. 힘내라 대한민국!,8,10,0,2020-03-18 1:57,0
731,joon****,영화에 안나오지만 이희준은 애초부터 항체가 있는 설정아닌가?,6,10,0,2020-03-12 23:56,0
732,boom****,비현실적인 발암 캐릭과 멜로만 뺏으면 재밌었을텐데,5,10,0,2020-03-09 23:35,0
733,HAN(prem****),"일루미나티가 만든 영화이지만 지금의 우한 폐렴의 변종 2, 3단계 바이러스가 퍼졌을시 가정한 상황이라서 현실감이 있네요 지금의 우한 폐렴 1단계는 단순한 호흡기 곤란으로 인한 사망이라면 이 영화에서 보여주는 우한 폐...",7,10,0,2020-03-09 4:29,0
734,rudt****,이 시국에 보니 새삼 다르네..,10,10,0,2020-03-07 15:40,0
735,치클링(yo6u****),코로나19가 지금 기승을 부리고 있지만 미래사회에는또 어떤 강력한 바이러스가 공포를 줄지 알수 없는일이네요.  개인위생에 늘 신경쓰고 타인에게 피해를 주지 않으려는 배려심이 필요한것 같아요 영화 잘 봤습니다,8,10,0,2020-03-06 8:35,0
736,JAYDEN(oneo****),이영화가 예전에는 그닥 그냥 그랬는데 지금은 시국이 시국인지라 더 몰입도있음,10,10,0,2020-03-03 17:58,0
737,뉴리(hubh****),우아 지금 코로나 상황 같다 아주,8,10,0,2020-03-01 17:50,0
738,가다랑어포(jihy****),스포일러가 포함된 감상평입니다. 감상평 보기,6,10,0,2020-02-29 22:32,0
739,damo****,"지금 이 시기에 참 적절합니다. 호흡기질환,,기침에 의한 감염, 우리모두 개인 위생에 잘 관리해서 이겨내면 좋겠습니다. 앞으로도 우리 인간삶에서 바이러스는 끊임없이 발생되겠죠. 단순한 기침감기라고 쉽게 넘어가질 않길...",8,10,0,2020-02-26 20:37,0
740,대충대충(gfms****),이제보니 띵작이잖아~~!!,10,10,0,2020-02-25 17:21,0
741,김태헌(curr****),벚꽃연금에이어 감기연금이가 ㅋㅋㅋ,10,10,0,2020-02-04 14:10,0
742,2030다시시작(coco****),영화가 현실이 될줄이야..,10,10,0,2020-02-01 22:16,0
743,젊은순수(nam1****),그 당사엔 어땠을지 몰라도 지금은 너무 소오름,10,10,0,2020-01-31 15:41,0
772,hoya****,요즘 시국에 개봉되었어야하는영화,10,11,1,2020-08-10 0:45,0
773,더 달콤(the_****),코로나사태를 예측했던걸까. 영화만큼은 아니지만 지역 폐쇄 논란부터디테일이 너무 흡사해서 놀랐다.,10,11,1,2020-08-09 23:48,0
774,알라익뎃(hard****),그렇게 반미반미하는데 주한미군 지금 뭐하는지 아냐? 대구에서 방역작업하고 있어. 대구 힘내세요 플랜카드 들고,2,11,1,2020-03-16 22:07,0
775,HAMOONG(soma****),성지순례왔어요. 코로나 19 예언ㄷㄷ,10,11,1,2020-03-15 14:28,0
776,넌최고였어(desi****),"억지스러운 면도 있었지만, 영화이니까요...어쩌면 요즘 상황과 딱 맞아떨어지는지...경각심을 일으키는 좋은 영화였다고 생각합니다.",8,11,1,2020-03-08 11:11,0
777,160703(sad1****),코로나 사태 때문에봤는데.... 영화내내 몇몇 등장인물때문에 화가납니다...^^ ..1. 애기가 잠시도 가만히 안있고 계속 엄마ㅠㅠ 이러면서 돌아다녀서 엄청 빡침.. 2. 제일 초반에 동생죽은 남자는 왜 안죽고 계속...,1,11,1,2020-03-02 1:46,0
778,가는거야(haeg****),"지금 2020년3월2일. 대한민국은 중국에서 들어온 정체불명의 바이러스로 인해 약3,500여명이 코로나 바이러스에 감염되어있다. 그리고 아직 끝나지 않았고, 언제 끝날지 모른다. 정부는 아무것도 하는거 없다. 아니다...",10,11,1,2020-03-02 1:45,0
779,김정훈(bpwa****),7년전 우한폐렴 예측 영화 ㄷㄷ,10,11,1,2020-02-29 11:54,0
780,나래마루(jjw1****),예언영화 인정합니다 ㄷㄷ,10,11,1,2020-02-21 18:58,0
781,yhr(wbwb****),개봉당시에는 몰랐다 이 영화가 이렇게 위대한 영화인지,10,11,1,2020-01-28 3:39,0
782,inh1****,진짜 이런 상황이 발생하면 지금의 대한민국 정부는 어떻게 할지 정말로 궁금...,6,11,1,2020-01-27 3:32,0
783,AQ2JUS1(okkk****),시체 무더기로 버라는 장면은 정말소름 ㅋㅋㅋㅋ,8,11,1,2020-01-26 16:28,0
810,최연준(dusw****),감기에 걸려 죽기 전에 암에 먼저 걸린다,1,12,2,2020-05-31 3:12,0
811,정예진(369y****),캐릭터 설정 왜 그렇게 잡았어요 진짜 보는 내내 짜증나서;;,1,12,2,2020-03-13 22:51,0
812,블리(iii0****),일루미나티 음모설이 진짜인듯 하다 재난영화들이 자신들의 계획을 영화로 일부 보여준다는데 지금 2020년 우한 바이러스가 실체가 되었다. 진짜 무섭다 그동안 나온 재난영화들 실제가 될 수도 있다.... 저게 진짜 실제...,10,12,2,2020-03-05 13:00,0
813,토니스타크(nike****),코로나19 카운터 영화,10,12,2,2020-02-25 13:34,0
814,Shjeidjass(yzbo****),코로나 때문에 봤는데 발암이다...아비규환..수애는 맘충..,6,12,2,2020-02-22 2:10,0
815,baby****,와 성지순례왔다. 우한폐렴 딱 이 영화임!과도한 걱정말라는 문통령이든 모든사람 이거보고 긴급 강제대처좀 시켜라 퍼지면 답없다. 설 특선 영화로 이 시점에 이 영화를 방영하는 데가 한군데가 없냐.,10,12,2,2020-01-27 15:19,0
816,해피마녀(edge****),현재2020 01.27. 보는중 너무 똑같다,10,12,2,2020-01-27 12:13,0
829,설똥이(ooxz****),스포일러가 포함된 감상평입니다. 감상평 보기,2,13,3,2020-01-28 18:19,0
831,대한민국 짝짝짝짝짝(youh****),"와씨. 예전에는 이런말도안되는 노잼 영화가 있나 했는데, 지금 다시보니까 개띵작이네. 장혁이 이해안되지만, 1시간에 2천명씩 죽어가는 상황에서 그 역할 한명한명 다 이해된다. 개띵작",10,14,4,2020-03-05 2:50,0
834,ysg1****,진짜 .. 코로나 실사판 지금 대구도 그렇지만중국에선 실제로 산 사람들 시체가방에 넣어서 태운다고 하던데 작가가 진짜 영화 잘 만든 듯 스토리도 그렇고 개연성도 그렇고 애기 연기나 주조연 연기나 대통령 연기 진짜 갑...,10,15,5,2020-02-25 16:34,0
